otherCatalogNumbers,CatalogNumbers,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,macroRegion,eventDate,locality,recordedBy,associatedSequences
YPM015856,YPM015856,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Venezuela,NA,Orinoco+Negro,NA,NA,NA,YPM015856
YPM015857,YPM015857,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Venezuela,NA,Orinoco+Negro,NA,NA,NA,YPM015857
YPM015858,YPM015858,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Venezuela,NA,Orinoco+Negro,NA,NA,NA,YPM015858
YPM015391,YPM015391,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Bolivia,NA,Parana River,NA,NA,NA,YPM015391
YPM015392,YPM015392,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Bolivia,NA,Parana River,NA,NA,NA,YPM015392
YPM017968,YPM017968,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,YPM017968
YPM017965,YPM017965,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,YPM017965
YPM017966,YPM017966,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,YPM017966
YPM017967,YPM017967,YPM HERR,YPM HERR,MaterialSample,Other material,Caiman latirostris (Daudin  1802),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris ,species,NA,NA,NA,NA,Brazil,NA,Parana River,NA,NA,NA,YPM017967
CTGAH4452,CTGAH4452,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4452
CTGAH4457,CTGAH4457,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4457
CTGAH4456,CTGAH4456,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4456
CTGAH4466,CTGAH4466,UFAM,CTGA,MaterialSample,Other material,Caiman crocodilus (Linnaeus  1758),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus crocodilus,species,NA,NA,NA,NA,Brazil,NA,Brazilian Shield,NA,NA,NA,CTGAH4466
Mn1219,Mn1219,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1219
Mn1204,Mn1204,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1204
MnEAna,MnEAna,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MnEAna
Mn1006,Mn1006,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1006
Mn873,Mn873,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,873
Mn098Uac,Mn098Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn098Uac
Mn121LT,Mn121LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn121LT
Mn200LT,Mn200LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn200LT
Mn209LT,Mn209LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn209LT
Mn199LT,Mn199LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn199LT
Mn201LT,Mn201LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn201LT
Mn155Ana,Mn155Ana,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn155Ana
Mn156Ana,Mn156Ana,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn156Ana
Mn301RN,Mn301RN,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn301RN
Mn092Uac,Mn092Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn092Uac
Mn205LT,Mn205LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn205LT
Mn1032,Mn1032,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1032
Mn192LT,Mn192LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn192LT
Mn146Mam,Mn146Mam,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn146Mam
Mn1030,Mn1030,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1030
Mn211FG,Mn211FG,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn211FG
Mn106Uac,Mn106Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn106Uac
Mn095Uac,Mn095Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn095Uac
Mn107Uac,Mn107Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn107Uac
Mn093Uac,Mn093Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn093Uac
Mn188LT,Mn188LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn188LT
Mn213LT,Mn213LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn213LT
Mn1094,Mn1094,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1094
Mn311RN,Mn311RN,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn311RN
Mn305RN,Mn305RN,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn305RN
Mn299RN,Mn299RN,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn299RN
Mn300RN,Mn300RN,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn300RN
Mn2042,Mn2042,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,2042
Mn1013,Mn1013,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1013
Mn2641,Mn2641,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,2641
Mn2046,Mn2046,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,2046
Mn2124,Mn2124,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,2124
Mn163PS,Mn163PS,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn163PS
Mn164PS,Mn164PS,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn164PS
Mn167PS,Mn167PS,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn167PS
Mn2Nar,Mn2Nar,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,M2Nar
LPD11Ped,LPD11Ped,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,LPD11Ped
Mn136Mam,Mn136Mam,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn136Mam
Mn63Pur,Mn63Pur,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn63Pur
Mn323Pur,Mn323Pur,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn323Pur
Mn1031,Mn1031,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1031
Mn1037,Mn1037,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1037
Mn31Ana,Mn31Ana,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn31Ana
Mn3Ana,Mn3Ana,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn3
Mn1165,Mn1165,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,1165
Mn297FG,Mn297FG,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn297FG
Mn094Uac,Mn094Uac,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn094Uac
Mn185LT,Mn185LT,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn185LT
Mn165PS,Mn165PS,UFAM,CTGA,MaterialSample,Other material,Melanosuchus niger (Spix  1825),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,Mn165PS
MH846522,MH846522,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Pantanal,NA,NA,NA,MH846522
MH846503,MH846503,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Pantanal,NA,NA,NA,MH846503
MH846500,MH846500,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Pantanal,NA,NA,NA,MH846500
MH846531,MH846531,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Pantanal,NA,NA,NA,MH846531
MH846497,MH846497,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Pantanal,NA,NA,NA,MH846497
MH846480,MH846480,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Bolivia,NA,NA,NA,MH846480
MH846483,MH846483,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Bolivia,NA,NA,NA,MH846483
MH846457,MH846457,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Bolivia-Madeira,NA,NA,NA,MH846457
MH846476,MH846476,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Bolivia,NA,NA,NA,MH846476
MH846475,MH846475,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Bolivia,NA,NA,NA,MH846475
MH846414,MH846414,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Madeira,NA,NA,NA,MH846414
MH846438,MH846438,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Madeira,NA,NA,NA,MH846438
MH846463,MH846463,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Bolivia-Madeira,NA,NA,NA,MH846463
MH846388,MH846388,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Madeira,NA,NA,NA,MH846388
MH846341,MH846341,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846341
MH846342,MH846342,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846342
MH846384,MH846384,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846384
MH846352,MH846352,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846352
MH846353,MH846353,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846353
MH846361,MH846361,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846361
MH846369,MH846369,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846369
MH846344,MH846344,UFAM,CTGA,MaterialSample,Other material,Paleosuchus palpebrosus (Cuvier  1807),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH846344
MH757689,MH757689,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757689
MH757694,MH757694,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757694
MH757590,MH757590,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757590
MH757592,MH757592,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757592
MH757586,MH757586,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757586
MH757588,MH757588,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757588
MH757527,MH757527,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757527
MH757535,MH757535,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757535
MH757536,MH757536,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757536
MH757551,MH757551,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757551
MH757600,MH757600,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757600
MH757610,MH757610,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757610
MH757688,MH757688,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757688
MH757511,MH757511,UFAM,CTGA,MaterialSample,Other material,Paleosuchus trigonatus (Schneider  1801),Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,species,NA,NA,NA,NA,,,Amazon,NA,NA,NA,MH757511
